-7.826853394508361816e-01,-5.736828595399856567e-02,-6.197682619094848633e-01
-4.792189896106719971e-01,-1.754319518804550171e-01,-8.599842190742492676e-01
7.292357683181762695e-01,-1.388991922140121460e-01,-6.700166463851928711e-01
5.642395019531250000e-01,-2.614768445491790771e-01,-7.831115722656250000e-01
-5.336835980415344238e-01,8.435200452804565430e-01,-6.046405434608459473e-02
-9.980195164680480957e-01,4.493847116827964783e-02,-4.401664063334465027e-02
-2.578516602516174316e-01,-3.246800601482391357e-01,9.099975228309631348e-01
7.056168913841247559e-01,-1.282419860363006592e-01,6.968922615051269531e-01
-4.864354729652404785e-01,-1.310031116008758545e-01,8.638395667076110840e-01
1.745408400893211365e-02,-5.006663799285888672e-01,8.654643893241882324e-01
9.072369933128356934e-01,5.332810804247856140e-03,4.205861985683441162e-01
2.735729515552520752e-02,-2.537245154380798340e-01,9.668896198272705078e-01
8.357470035552978516e-01,5.491142272949218750e-01,-7.194429053924977779e-04
9.989983439445495605e-01,1.737993396818637848e-02,4.123630747199058533e-02
-6.773980259895324707e-01,4.062822088599205017e-02,-7.344939112663269043e-01
-8.726030588150024414e-01,1.293014883995056152e-01,4.710044264793395996e-01
7.797539234161376953e-01,-1.618759632110595703e-01,6.047974824905395508e-01
9.987046718597412109e-01,-5.083290860056877136e-02,2.253539161756634712e-03
-9.595763087272644043e-01,2.630016533657908440e-03,2.814364731311798096e-01
-8.894584178924560547e-01,2.537614405155181885e-01,3.800905346870422363e-01
-1.461258232593536377e-01,5.017083883285522461e-01,8.526053428649902344e-01
-4.106221254914999008e-03,-6.145451068878173828e-01,7.888711094856262207e-01
1.072083692997694016e-02,-6.241326332092285156e-01,7.812449336051940918e-01
7.074319124221801758e-01,3.020416200160980225e-01,6.389921903610229492e-01
-5.311088562011718750e-01,8.471676707267761230e-01,-1.518077962100505829e-02
-3.494245409965515137e-01,8.143036961555480957e-01,4.634783267974853516e-01
-9.772676825523376465e-01,-9.531193645671010017e-04,2.120073288679122925e-01
5.999141931533813477e-01,-7.442452758550643921e-02,-7.965952754020690918e-01
5.521571636199951172e-01,-7.149425745010375977e-01,-4.289284944534301758e-01
8.928499221801757812e-01,-3.125363588333129883e-01,-3.242529034614562988e-01
9.131192564964294434e-01,-3.007191419601440430e-01,-2.752839028835296631e-01
-9.105837941169738770e-01,-1.259393524378538132e-02,-4.131327867507934570e-01
-9.552839994430541992e-01,2.954938411712646484e-01,-1.076522655785083771e-02
-5.588182210922241211e-01,-2.959400415420532227e-01,-7.746882438659667969e-01
-9.943099021911621094e-01,-8.498395234346389771e-02,-6.423038989305496216e-02
9.898152351379394531e-01,1.000838503241539001e-01,1.012379303574562073e-01
-9.998296499252319336e-01,-1.449405564926564693e-03,-1.840360835194587708e-02
-9.997117519378662109e-01,7.669723345316015184e-06,2.400876581668853760e-02
9.776249527931213379e-01,-1.803707629442214966e-01,-1.082396805286407471e-01
-6.617914438247680664e-01,-2.815306782722473145e-01,-6.948184370994567871e-01
-3.092456981539726257e-02,2.266966737806797028e-02,-9.992646574974060059e-01
1.008145809173583984e-01,-3.926869928836822510e-01,9.141298532485961914e-01
-4.047758281230926514e-01,-4.469406306743621826e-01,7.977471947669982910e-01
-8.740602135658264160e-01,1.871952116489410400e-01,-4.483044147491455078e-01
-7.957135438919067383e-01,3.212319314479827881e-01,-5.134685039520263672e-01
5.635231733322143555e-01,-2.526839375495910645e-01,-7.865064740180969238e-01
7.988405227661132812e-01,-1.185127869248390198e-01,-5.897529721260070801e-01
-3.497312963008880615e-01,-9.331048727035522461e-01,-8.368624001741409302e-02
2.294167429208755493e-01,-9.581991434097290039e-01,-1.709462404251098633e-01
-5.728369355201721191e-01,-1.441271901130676270e-01,-8.068985342979431152e-01
-8.673740625381469727e-01,-2.150648273527622223e-02,-4.971917569637298584e-01
-9.022800326347351074e-01,-2.786457538604736328e-02,-4.302493035793304443e-01
-9.965773820877075195e-01,-8.233003318309783936e-02,-7.438090164214372635e-03
-2.337546087801456451e-03,-6.944816112518310547e-01,7.195067405700683594e-01
9.616541266441345215e-01,-2.381037548184394836e-02,2.732294797897338867e-01
9.785212278366088867e-01,4.499517381191253662e-03,-2.060970067977905273e-01
-8.093699216842651367e-01,2.672635912895202637e-01,5.229633450508117676e-01
-4.550908878445625305e-02,-8.783218860626220703e-01,4.758989214897155762e-01
-3.704405128955841064e-01,-9.288557767868041992e-01,9.155219886451959610e-04
-9.851911664009094238e-01,-1.692712008953094482e-01,-2.730525471270084381e-02
9.969835877418518066e-01,7.759912312030792236e-02,-1.463437336497008801e-03
9.682267308235168457e-01,-2.323225587606430054e-01,-9.253779053688049316e-02
3.690796196460723877e-01,-7.126700282096862793e-01,-5.965582728385925293e-01
7.812381982803344727e-01,-3.520768880844116211e-01,-5.154694318771362305e-01
-9.203332662582397461e-01,2.646259404718875885e-02,-3.902391195297241211e-01
-9.702633023262023926e-01,1.741644740104675293e-02,-2.414245605468750000e-01
-2.846640646457672119e-01,-4.884524643421173096e-01,-8.248518705368041992e-01
-8.271409273147583008e-01,3.593979477882385254e-01,-4.320544898509979248e-01
8.758393526077270508e-01,3.329362371005117893e-04,-4.826027750968933105e-01
8.384041786193847656e-01,1.441375445574522018e-02,-5.448584556579589844e-01
8.681185841560363770e-01,1.391172129660844803e-02,-4.961618781089782715e-01
9.909227490425109863e-01,8.706928789615631104e-02,1.024265140295028687e-01
-9.199160933494567871e-01,1.993879377841949463e-01,3.376372754573822021e-01
9.149639606475830078e-01,-3.215160667896270752e-01,-2.438614219427108765e-01
9.929558038711547852e-01,9.742061048746109009e-02,6.744036078453063965e-02
-9.764009118080139160e-01,-3.827693872153759003e-03,2.159321755170822144e-01
-9.670063853263854980e-01,-7.199233770370483398e-02,2.443686127662658691e-01
-2.659368515014648438e-02,-3.091010265052318573e-02,9.991683363914489746e-01
9.603619575500488281e-02,4.307615458965301514e-01,8.973414301872253418e-01
-2.351524233818054199e-01,-1.349913179874420166e-01,-9.625387191772460938e-01
-3.838559091091156006e-01,-5.101389810442924500e-02,-9.219827651977539062e-01
-9.926728010177612305e-01,-7.912564324215054512e-04,-1.208316981792449951e-01
-8.317323327064514160e-01,5.135237574577331543e-01,2.109854370355606079e-01
-9.980378150939941406e-01,-4.775366396643221378e-04,6.261198222637176514e-02
-5.417628884315490723e-01,8.336840271949768066e-01,-1.070695519447326660e-01
-6.298817396163940430e-01,3.790701329708099365e-01,6.779048442840576172e-01
4.102083742618560791e-01,-3.075510561466217041e-01,8.585695028305053711e-01
-9.590575695037841797e-01,1.409077346324920654e-01,2.456695735454559326e-01
4.947066307067871094e-01,8.923746645450592041e-02,8.644663095474243164e-01
-9.886978268623352051e-01,4.089462570846080780e-03,1.498665958642959595e-01
-9.905750155448913574e-01,-2.231335965916514397e-04,1.369718164205551147e-01
-8.570595979690551758e-01,3.352316915988922119e-01,3.912399411201477051e-01
-7.843796014785766602e-01,3.089126944541931152e-01,-5.378862023353576660e-01
-9.984401464462280273e-01,-5.564703419804573059e-02,-4.562883172184228897e-03
-9.520394206047058105e-01,-2.806438505649566650e-01,-1.219018176198005676e-01
-1.930318027734756470e-02,-9.525884389877319336e-01,3.036491572856903076e-01
3.051310032606124878e-02,8.075953125953674316e-01,5.889472365379333496e-01
9.466059803962707520e-01,1.778023242950439453e-01,-2.689301371574401855e-01
9.075469374656677246e-01,4.114338159561157227e-01,-8.414810150861740112e-02
-3.423304110765457153e-02,7.885165214538574219e-01,-6.140601634979248047e-01
5.146081373095512390e-02,-4.333336651325225830e-01,8.997632265090942383e-01
5.699204746633768082e-03,-7.187268733978271484e-01,6.952692270278930664e-01
5.045887827873229980e-01,6.758226752281188965e-01,-5.372651815414428711e-01
7.308959960937500000e-01,-1.723260730504989624e-01,-6.603746414184570312e-01
9.856452941894531250e-01,-6.572532653808593750e-02,-1.555112451314926147e-01
-9.487669467926025391e-01,3.000271320343017578e-01,9.912114590406417847e-02
-7.372868657112121582e-01,1.531351953744888306e-01,6.579953432083129883e-01
9.976123571395874023e-01,-5.410704761743545532e-02,4.291912168264389038e-02
3.044274151325225830e-01,-6.582231819629669189e-02,9.502586126327514648e-01
-7.747881412506103516e-01,-1.665908694267272949e-01,-6.098778247833251953e-01
-8.082712888717651367e-01,-8.676015585660934448e-02,-5.823831558227539062e-01
-5.090125799179077148e-01,-1.008830368518829346e-01,8.548267483711242676e-01
3.444658517837524414e-01,-4.464345574378967285e-01,8.258568644523620605e-01
-8.788123130798339844e-01,-7.505282014608383179e-02,-4.712281823158264160e-01
-6.166463494300842285e-01,1.121261417865753174e-01,7.792144417762756348e-01
-9.260375499725341797e-01,1.055447533726692200e-01,3.623737096786499023e-01
6.351230144500732422e-01,-3.671874701976776123e-01,6.795528531074523926e-01
4.961282908916473389e-01,1.050251051783561707e-01,8.618738651275634766e-01
7.222433686256408691e-01,-1.280774176120758057e-01,6.796769499778747559e-01
2.085713893175125122e-01,-4.448875784873962402e-01,8.709609508514404297e-01
-7.776262164115905762e-01,1.056400313973426819e-02,6.286380887031555176e-01
-6.468587517738342285e-01,-1.170730739831924438e-01,7.535700201988220215e-01
-7.883107662200927734e-01,-7.243140786886215210e-02,-6.109991073608398438e-01
-6.640293598175048828e-01,3.095488622784614563e-02,-7.470654845237731934e-01
2.167867962270975113e-03,5.737690925598144531e-01,8.190142512321472168e-01
6.194138899445533752e-02,5.886024832725524902e-01,8.060460686683654785e-01
-9.634462594985961914e-01,-9.301747381687164307e-02,2.512352168560028076e-01
-8.309970498085021973e-01,-5.562077760696411133e-01,-8.768345229327678680e-03
1.044851541519165039e-02,6.356105208396911621e-01,-7.719392180442810059e-01
5.972954034805297852e-01,-2.725740671157836914e-01,7.542821168899536133e-01
2.828023731708526611e-01,-2.889674901962280273e-01,9.146150350570678711e-01
-7.408283650875091553e-02,-9.971222281455993652e-01,1.609464362263679504e-02
8.072987794876098633e-01,-7.038953155279159546e-02,-5.859301686286926270e-01
7.893519401550292969e-01,-5.769613385200500488e-02,-6.112239956855773926e-01
-9.999729394912719727e-01,-3.455020078035886399e-06,-7.356239482760429382e-03
-4.917714297771453857e-01,-8.707198500633239746e-01,-2.825227100402116776e-03
-4.108916223049163818e-01,-9.116806387901306152e-01,-2.595955040305852890e-03
-5.214396119117736816e-01,-9.105897694826126099e-02,8.484156727790832520e-01
